DiseaseName,DiseaseID,PathwayName,PathwayID,InferenceGeneSymbol
Abdominal obesity metabolic syndrome,MESH:C535554,RORA activates gene expression,REACT:R-HSA-1368082,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Transcriptional activation of mitochondrial biogenesis,REACT:R-HSA-2151201,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Transcriptional regulation of white adipocyte differentiation,REACT:R-HSA-381340,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,YAP1- and WWTR1 (TAZ)-stimulated gene expression,REACT:R-HSA-2032785,PPARA
Abdominal Pain,MESH:D015746,Autoimmune thyroid disease,KEGG:hsa05320,IFNA2
Abdominal Pain,MESH:D015746,Cytokine-cytokine receptor interaction,KEGG:hsa04060,IFNA2
Abdominal Pain,MESH:D015746,Cytokine Signaling in Immune system,REACT:R-HSA-1280215,IFNA2
Abdominal Pain,MESH:D015746,Cytosolic DNA-sensing pathway,KEGG:hsa04623,IFNA2
Abdominal Pain,MESH:D015746,Factors involved in megakaryocyte development and platelet production,REACT:R-HSA-983231,IFNA2
Abdominal Pain,MESH:D015746,Hemostasis,REACT:R-HSA-109582,IFNA2
Abdominal Pain,MESH:D015746,Hepatitis B,KEGG:hsa05161,IFNA2
Abdominal Pain,MESH:D015746,Hepatitis C,KEGG:hsa05160,IFNA2
Abdominal Pain,MESH:D015746,Herpes simplex infection,KEGG:hsa05168,IFNA2
Abdominal Pain,MESH:D015746,Immune System,REACT:R-HSA-168256,IFNA2
Abdominal Pain,MESH:D015746,Influenza A,KEGG:hsa05164,IFNA2
Abdominal Pain,MESH:D015746,Innate Immune System,REACT:R-HSA-168249,IFNA2
Abdominal Pain,MESH:D015746,Interferon alpha/beta signaling,REACT:R-HSA-909733,IFNA2
Abdominal Pain,MESH:D015746,Interferon Signaling,REACT:R-HSA-913531,IFNA2
Abdominal Pain,MESH:D015746,Jak-STAT signaling pathway,KEGG:hsa04630,IFNA2
Abdominal Pain,MESH:D015746,Measles,KEGG:hsa05162,IFNA2
Abdominal Pain,MESH:D015746,Natural killer cell mediated cytotoxicity,KEGG:hsa04650,IFNA2
Abdominal Pain,MESH:D015746,NOD-like receptor signaling pathway,KEGG:hsa04621,IFNA2
Abdominal Pain,MESH:D015746,PI3K-Akt signaling pathway,KEGG:hsa04151,IFNA2
Abdominal Pain,MESH:D015746,Regulation of IFNA signaling,REACT:R-HSA-912694,IFNA2
Abdominal Pain,MESH:D015746,RIG-I-like receptor signaling pathway,KEGG:hsa04622,IFNA2
Abdominal Pain,MESH:D015746,RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways,REACT:R-HSA-168928,IFNA2
Abdominal Pain,MESH:D015746,Toll-like receptor signaling pathway,KEGG:hsa04620,IFNA2
Abdominal Pain,MESH:D015746,TRAF6 mediated IRF7 activation,REACT:R-HSA-933541,IFNA2
Abdominal Pain,MESH:D015746,Tuberculosis,KEGG:hsa05152,IFNA2
Aberrant Crypt Foci,MESH:D058739,Adherens junction,KEGG:hsa04520,CTNNB1
Aberrant Crypt Foci,MESH:D058739,Adherens junctions interactions,REACT:R-HSA-418990,CTNNB1
Aberrant Crypt Foci,MESH:D058739,AMER1 mutants destabilize the destruction complex,REACT:R-HSA-4839748,APC
Aberrant Crypt Foci,MESH:D058739,APC truncation mutants are not K63 polyubiquitinated,REACT:R-HSA-5467333,APC
Aberrant Crypt Foci,MESH:D058739,APC truncation mutants have impaired AXIN binding,REACT:R-HSA-5467337,APC
Aberrant Crypt Foci,MESH:D058739,Apoptosis,REACT:R-HSA-109581,APC
Aberrant Crypt Foci,MESH:D058739,Apoptosis,REACT:R-HSA-109581,CTNNB1
Aberrant Crypt Foci,MESH:D058739,Apoptotic cleavage of cell adhesion  proteins,REACT:R-HSA-351906,CTNNB1
Aberrant Crypt Foci,MESH:D058739,Apoptotic cleavage of cellular proteins,REACT:R-HSA-111465,APC
Aberrant Crypt Foci,MESH:D058739,Apoptotic cleavage of cellular proteins,REACT:R-HSA-111465,CTNNB1
Aberrant Crypt Foci,MESH:D058739,Apoptotic execution  phase,REACT:R-HSA-75153,APC
Aberrant Crypt Foci,MESH:D058739,Apoptotic execution  phase,REACT:R-HSA-75153,CTNNB1
Aberrant Crypt Foci,MESH:D058739,Arrhythmogenic right ventricular cardiomyopathy (ARVC),KEGG:hsa05412,CTNNB1
Aberrant Crypt Foci,MESH:D058739,AXIN missense mutants destabilize the destruction complex,REACT:R-HSA-5467340,APC
Aberrant Crypt Foci,MESH:D058739,"AXIN mutants destabilize the destruction complex, activating WNT signaling",REACT:R-HSA-4839735,APC
Aberrant Crypt Foci,MESH:D058739,Bacterial invasion of epithelial cells,KEGG:hsa05100,CTNNB1
Aberrant Crypt Foci,MESH:D058739,Basal cell carcinoma,KEGG:hsa05217,APC
Aberrant Crypt Foci,MESH:D058739,Basal cell carcinoma,KEGG:hsa05217,CTNNB1
Aberrant Crypt Foci,MESH:D058739,Beta-catenin independent WNT signaling,REACT:R-HSA-3858494,CTNNB1
Aberrant Crypt Foci,MESH:D058739,Beta-catenin phosphorylation cascade,REACT:R-HSA-196299,APC
Aberrant Crypt Foci,MESH:D058739,Beta-catenin phosphorylation cascade,REACT:R-HSA-196299,CTNNB1
Aberrant Crypt Foci,MESH:D058739,Binding of TCF/LEF:CTNNB1 to target gene promoters,REACT:R-HSA-4411364,CTNNB1
Aberrant Crypt Foci,MESH:D058739,Breast cancer,KEGG:hsa05224,APC
Aberrant Crypt Foci,MESH:D058739,Breast cancer,KEGG:hsa05224,CTNNB1
Aberrant Crypt Foci,MESH:D058739,Ca2+ pathway,REACT:R-HSA-4086398,CTNNB1
Aberrant Crypt Foci,MESH:D058739,CDO in myogenesis,REACT:R-HSA-375170,CTNNB1
Aberrant Crypt Foci,MESH:D058739,Cell-Cell communication,REACT:R-HSA-1500931,CTNNB1
