ChemicalName,ChemicalID,GeneSymbol,GeneID,GeneForms,Organism,OrganismID,Interaction,InteractionActions
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,MAP2K1,5604,mRNA,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased expression of MAP2K1 mRNA"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,PARP1,142,protein,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased cleavage of PARP1 protein"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,PDCD10,11235,mRNA,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased expression of PDCD10 mRNA"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,PDCD5,9141,mRNA,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased expression of PDCD5 mRNA"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,TNFSF10,8743,mRNA,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased expression of TNFSF10 mRNA"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,TOP2A,7153,protein,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone binds to TOP2A protein"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,TOP2A,7153,protein,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased activity of TOP2A protein"
"1,10-phenanthroline",C025205,66-71-7,ACE,1636,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased expression of ACE mRNA"
"1,10-phenanthroline",C025205,66-71-7,AHR,196,protein,Homo sapiens,9606.0,"[copper(II) nitrate binds to 1,10-phenanthroline binds to Quinolones] which results in increased activity of AHR protein"
"1,10-phenanthroline",C025205,66-71-7,AHR,196,protein,Homo sapiens,9606.0,"Resveratrol inhibits the reaction [[copper(II) nitrate binds to 1,10-phenanthroline binds to Quinolones] which results in increased activity of AHR protein]"
"1,10-phenanthroline",C025205,66-71-7,AHR,196,protein,Rattus norvegicus,10116.0,"1,10-phenanthroline inhibits the reaction [Tetrachlorodibenzodioxin binds to AHR protein]"
"1,10-phenanthroline",C025205,66-71-7,AHR,196,protein,Rattus norvegicus,10116.0,"1,10-phenanthroline inhibits the reaction [Tetrachlorodibenzodioxin promotes the reaction [AHR protein binds to CYP1A1 enhancer]]"
"1,10-phenanthroline",C025205,66-71-7,AHR,196,protein,Rattus norvegicus,10116.0,"1,10-phenanthroline results in decreased activity of AHR protein"
"1,10-phenanthroline",C025205,66-71-7,AHR,196,protein,Rattus norvegicus,10116.0,"Zinc inhibits the reaction [1,10-phenanthroline results in decreased activity of AHR protein]"
"1,10-phenanthroline",C025205,66-71-7,AK1,203,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased expression of AK1 mRNA"
"1,10-phenanthroline",C025205,66-71-7,AKAP9,10142,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of AKAP9 mRNA"
"1,10-phenanthroline",C025205,66-71-7,AKR1C1,1645,protein,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased activity of AKR1C1 protein"
"1,10-phenanthroline",C025205,66-71-7,AKR1C2,1646,protein,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased activity of AKR1C2 protein"
"1,10-phenanthroline",C025205,66-71-7,AKR1C3,8644,protein,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased activity of AKR1C3 protein"
"1,10-phenanthroline",C025205,66-71-7,AKR1C4,1109,protein,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased activity of AKR1C4 protein"
"1,10-phenanthroline",C025205,66-71-7,ALB,213,protein,Bos taurus,9913.0,"1,10-phenanthroline analog binds to ALB protein"
"1,10-phenanthroline",C025205,66-71-7,ALDOA,226,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of ALDOA mRNA"
"1,10-phenanthroline",C025205,66-71-7,ALDOC,230,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of ALDOC mRNA"
"1,10-phenanthroline",C025205,66-71-7,ANKRD37,353322,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of ANKRD37 mRNA"
"1,10-phenanthroline",C025205,66-71-7,ANPEP,290,protein,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased activity of ANPEP protein"
"1,10-phenanthroline",C025205,66-71-7,ANPEP,290,protein,Homo sapiens,9606.0,"Edetic Acid promotes the reaction [1,10-phenanthroline results in decreased activity of ANPEP protein]"
"1,10-phenanthroline",C025205,66-71-7,ANPEP,290,protein,Sus scrofa,9823.0,"1,10-phenanthroline results in decreased activity of ANPEP protein"
"1,10-phenanthroline",C025205,66-71-7,ANPEP,290,protein,Sus scrofa,9823.0,"Edetic Acid promotes the reaction [1,10-phenanthroline results in decreased activity of ANPEP protein]"
"1,10-phenanthroline",C025205,66-71-7,APP,351,protein,,,"[1,10-phenanthroline analog binds to Copper] which results in increased degradation of APP protein modified form"
"1,10-phenanthroline",C025205,66-71-7,APP,351,protein,,,"[1,10-phenanthroline binds to Copper] which results in increased degradation of APP protein modified form"
"1,10-phenanthroline",C025205,66-71-7,APP,351,protein,,,"[1,10-phenanthroline binds to Zinc] which results in increased degradation of APP protein modified form"
"1,10-phenanthroline",C025205,66-71-7,AQP3,360,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased expression of AQP3 mRNA"
"1,10-phenanthroline",C025205,66-71-7,ASPA,443,protein,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased activity of ASPA protein"
"1,10-phenanthroline",C025205,66-71-7,ATF6,22926,protein,Homo sapiens,9606.0,"[1,10-phenanthroline results in decreased activity of MBTPS2 protein] which affects the localization of ATF6 protein"
"1,10-phenanthroline",C025205,66-71-7,ATF6,22926,protein,Homo sapiens,9606.0,"[1,10-phenanthroline results in decreased activity of MBTPS2 protein] which results in decreased cleavage of ATF6 protein"
"1,10-phenanthroline",C025205,66-71-7,BDNF,627,mRNA,Rodentia,9989.0,"1,10-phenanthroline inhibits the reaction [Morphine results in increased expression of BDNF mRNA]"
"1,10-phenanthroline",C025205,66-71-7,BNIP3L,665,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased expression of BNIP3L mRNA"
"1,10-phenanthroline",C025205,66-71-7,CA9,768,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of CA9 mRNA"
"1,10-phenanthroline",C025205,66-71-7,CAT,847,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased expression of CAT mRNA"
"1,10-phenanthroline",C025205,66-71-7,CD83,9308,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of CD83 mRNA"
"1,10-phenanthroline",C025205,66-71-7,CD86,942,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of CD86 mRNA"
"1,10-phenanthroline",C025205,66-71-7,CD86,942,mRNA,Homo sapiens,9606.0,"Acetylcysteine inhibits the reaction [1,10-phenanthroline results in increased expression of CD86 mRNA]"
"1,10-phenanthroline",C025205,66-71-7,CD86,942,mRNA,Homo sapiens,9606.0,"SB 203580 inhibits the reaction [1,10-phenanthroline results in increased expression of CD86 mRNA]"
"1,10-phenanthroline",C025205,66-71-7,CFTR,1080,protein,Homo sapiens,9606.0,"1,10-phenanthroline results in increased activity of CFTR protein"
"1,10-phenanthroline",C025205,66-71-7,CXCL8,3576,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of CXCL8 mRNA"
"1,10-phenanthroline",C025205,66-71-7,CYP1A1,1543,mRNA,Homo sapiens,9606.0,"[copper(II) nitrate binds to 1,10-phenanthroline binds to Quinolones] which results in increased expression of CYP1A1 mRNA"
"1,10-phenanthroline",C025205,66-71-7,CYP1A1,1543,mRNA,Mus musculus,10090.0,"[1,10-phenanthroline co-treated with cupric chloride] inhibits the reaction [Benzo(a)pyrene results in increased expression of CYP1A1 mRNA]"
"1,10-phenanthroline",C025205,66-71-7,CYP1A1,1543,protein,Mus musculus,10090.0,"[1,10-phenanthroline co-treated with cupric chloride] inhibits the reaction [Benzo(a)pyrene results in increased expression of CYP1A1 protein]"
"1,10-phenanthroline",C025205,66-71-7,CYP1A1,1543,protein,Mus musculus,10090.0,"1,10-phenanthroline inhibits the reaction [Benzo(a)pyrene results in increased expression of CYP1A1 protein]"
"1,10-phenanthroline",C025205,66-71-7,CYP1A1,1543,mRNA,Mus musculus,10090.0,"1,10-phenanthroline results in increased stability of CYP1A1 mRNA"
"1,10-phenanthroline",C025205,66-71-7,CYP1A1,1543,protein,Mus musculus,10090.0,"ferric chloride inhibits the reaction [1,10-phenanthroline inhibits the reaction [Benzo(a)pyrene results in increased expression of CYP1A1 protein]]"
"1,10-phenanthroline",C025205,66-71-7,CYP1A1,1543,protein,Mus musculus,10090.0,"zinc chloride inhibits the reaction [1,10-phenanthroline inhibits the reaction [Benzo(a)pyrene results in increased expression of CYP1A1 protein]]"
"1,10-phenanthroline",C025205,66-71-7,CYP1A1,1543,enhancer,Rattus norvegicus,10116.0,"1,10-phenanthroline inhibits the reaction [Tetrachlorodibenzodioxin promotes the reaction [AHR protein binds to CYP1A1 enhancer]]"
"1,10-phenanthroline",C025205,66-71-7,EGLN1,54583,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of EGLN1 mRNA"
"1,10-phenanthroline",C025205,66-71-7,EGLN2,112398,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased expression of EGLN2 mRNA"
"1,10-phenanthroline",C025205,66-71-7,EGR1,1958,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of EGR1 mRNA"
"1,10-phenanthroline",C025205,66-71-7,ENO1,2023,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of ENO1 mRNA"
"1,10-phenanthroline",C025205,66-71-7,ENO2,2026,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of ENO2 mRNA"
"1,10-phenanthroline",C025205,66-71-7,ENPEP,2028,protein,Sus scrofa,9823.0,"1,10-phenanthroline inhibits the reaction [ENPEP protein results in increased hydrolysis of Aspartame]"
"1,10-phenanthroline",C025205,66-71-7,ERCC2,2068,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased expression of ERCC2 mRNA"
"1,10-phenanthroline",C025205,66-71-7,GAPDH,2597,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of GAPDH mRNA"
"1,10-phenanthroline",C025205,66-71-7,GPX3,2878,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased expression of GPX3 mRNA"
"1,10-phenanthroline",C025205,66-71-7,GSR,2936,protein,Cricetulus griseus,10029.0,"1,10-phenanthroline inhibits the reaction [sodium chromate(VI) results in decreased activity of GSR protein]"
"1,10-phenanthroline",C025205,66-71-7,H2AX,3014,protein,Homo sapiens,9606.0,"[Copper binds to phthalic acid binds to 1,10-phenanthroline] which results in increased expression of H2AX protein modified form"
"1,10-phenanthroline",C025205,66-71-7,HAMP,57817,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased expression of HAMP mRNA"
"1,10-phenanthroline",C025205,66-71-7,HBEGF,1839,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of HBEGF mRNA"
"1,10-phenanthroline",C025205,66-71-7,HIF1A,3091,protein,Homo sapiens,9606.0,"1,10-phenanthroline results in increased activity of HIF1A protein"
"1,10-phenanthroline",C025205,66-71-7,HIF1A,3091,protein,Homo sapiens,9606.0,"4'-O-methylalpinumisoflavone inhibits the reaction [1,10-phenanthroline deficiency results in increased activity of HIF1A protein]"
"1,10-phenanthroline",C025205,66-71-7,HIF1A,3091,protein,Homo sapiens,9606.0,"alpinumisoflavone inhibits the reaction [1,10-phenanthroline deficiency results in increased activity of HIF1A protein]"
"1,10-phenanthroline",C025205,66-71-7,HIF1A,3091,protein,Mus musculus,10090.0,"HIF1A protein promotes the reaction [1,10-phenanthroline results in increased expression of VEGFA protein]"
"1,10-phenanthroline",C025205,66-71-7,HIF3A,64344,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased expression of HIF3A mRNA"
"1,10-phenanthroline",C025205,66-71-7,HILPDA,29923,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of HILPDA mRNA"
"1,10-phenanthroline",C025205,66-71-7,HK1,3098,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of HK1 mRNA"
"1,10-phenanthroline",C025205,66-71-7,HK2,3099,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of HK2 mRNA"
"1,10-phenanthroline",C025205,66-71-7,HMOX1,3162,protein,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [9,10-phenanthrenequinone results in decreased expression of HMOX1 protein]"
"1,10-phenanthroline",C025205,66-71-7,HMOX1,3162,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [Cadmium Chloride results in increased expression of HMOX1 mRNA]"
"1,10-phenanthroline",C025205,66-71-7,HMOX1,3162,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [Hydrogen Peroxide results in increased expression of HMOX1 mRNA]"
"1,10-phenanthroline",C025205,66-71-7,HMOX1,3162,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [Oxygen results in increased expression of HMOX1 mRNA]"
"1,10-phenanthroline",C025205,66-71-7,HMOX1,3162,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [Raloxifene Hydrochloride results in increased expression of HMOX1 mRNA]"
"1,10-phenanthroline",C025205,66-71-7,HMOX1,3162,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [sodium arsenite results in increased expression of HMOX1 mRNA]"
"1,10-phenanthroline",C025205,66-71-7,ICAM1,3383,protein,Homo sapiens,9606.0,"1,10-phenanthroline affects the reaction [Smoke results in increased expression of ICAM1 protein]"
"1,10-phenanthroline",C025205,66-71-7,IGFBP5,3488,protein,Rattus norvegicus,10116.0,"1,10-phenanthroline results in decreased degradation of IGFBP5 protein"
"1,10-phenanthroline",C025205,66-71-7,IL1R1,3554,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased expression of IL1R1 mRNA"
"1,10-phenanthroline",C025205,66-71-7,LAMC2,3918,protein,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [Mustard Gas results in increased degradation of LAMC2 protein]"
"1,10-phenanthroline",C025205,66-71-7,LDHA,3939,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of LDHA mRNA"
"1,10-phenanthroline",C025205,66-71-7,MAPK1,5594,protein,Felis catus,9685.0,"1,10-phenanthroline inhibits the reaction [Hydrogen Peroxide results in increased activity of MAPK1 protein]"
"1,10-phenanthroline",C025205,66-71-7,MAPK1,5594,protein,Rodentia,9989.0,"1,10-phenanthroline inhibits the reaction [Morphine results in increased phosphorylation of MAPK1 protein]"
"1,10-phenanthroline",C025205,66-71-7,MAPK3,5595,protein,Felis catus,9685.0,"1,10-phenanthroline inhibits the reaction [Hydrogen Peroxide results in increased activity of MAPK3 protein]"
"1,10-phenanthroline",C025205,66-71-7,MAPK3,5595,protein,Rodentia,9989.0,"1,10-phenanthroline inhibits the reaction [Morphine results in increased phosphorylation of MAPK3 protein]"
"1,10-phenanthroline",C025205,66-71-7,MBTPS2,51360,protein,Homo sapiens,9606.0,"[1,10-phenanthroline results in decreased activity of MBTPS2 protein] which affects the localization of ATF6 protein"
"1,10-phenanthroline",C025205,66-71-7,MBTPS2,51360,protein,Homo sapiens,9606.0,"[1,10-phenanthroline results in decreased activity of MBTPS2 protein] which affects the localization of SREBF1 protein"
"1,10-phenanthroline",C025205,66-71-7,MBTPS2,51360,protein,Homo sapiens,9606.0,"[1,10-phenanthroline results in decreased activity of MBTPS2 protein] which results in decreased cleavage of ATF6 protein"
"1,10-phenanthroline",C025205,66-71-7,MBTPS2,51360,protein,Homo sapiens,9606.0,"[1,10-phenanthroline results in decreased activity of MBTPS2 protein] which results in decreased cleavage of SREBF1 protein"
"1,10-phenanthroline",C025205,66-71-7,MBTPS2,51360,protein,,,"1,10-phenanthroline results in decreased activity of MBTPS2 protein"
"1,10-phenanthroline",C025205,66-71-7,MDM2,4193,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of MDM2 mRNA"
"1,10-phenanthroline",C025205,66-71-7,MIF,4282,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of MIF mRNA"
"1,10-phenanthroline",C025205,66-71-7,MMP8,4317,protein,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased activity of MMP8 protein"
"1,10-phenanthroline",C025205,66-71-7,MMP9,4318,protein,Mus musculus,10090.0,"1,10-phenanthroline inhibits the reaction [PLAU protein results in increased activity of MMP9 protein]"
"1,10-phenanthroline",C025205,66-71-7,MMP9,4318,protein,Rattus norvegicus,10116.0,"1,10-phenanthroline inhibits the reaction [Adenosine Triphosphate results in increased activity of MMP9 protein]"
"1,10-phenanthroline",C025205,66-71-7,NPPB,4879,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of NPPB mRNA"
"1,10-phenanthroline",C025205,66-71-7,NR3C1,2908,protein,,,"1,10-phenanthroline results in decreased activity of NR3C1 protein"
"1,10-phenanthroline",C025205,66-71-7,NUB1,51667,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of NUB1 mRNA"
"1,10-phenanthroline",C025205,66-71-7,OCLN,100506658,protein,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [Patulin results in increased degradation of OCLN protein]"
"1,10-phenanthroline",C025205,66-71-7,P4HA2,8974,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of P4HA2 mRNA"
"1,10-phenanthroline",C025205,66-71-7,PAM,5066,protein,Cricetulus griseus,10029.0,"1,10-phenanthroline results in decreased activity of PAM protein"
"1,10-phenanthroline",C025205,66-71-7,PDK1,5163,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of PDK1 mRNA"
"1,10-phenanthroline",C025205,66-71-7,PDK3,5165,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of PDK3 mRNA"
"1,10-phenanthroline",C025205,66-71-7,PGK1,5230,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of PGK1 mRNA"
"1,10-phenanthroline",C025205,66-71-7,PLAU,5328,protein,Mus musculus,10090.0,"1,10-phenanthroline inhibits the reaction [PLAU protein results in increased activity of MMP9 protein]"
"1,10-phenanthroline",C025205,66-71-7,PLOD3,8985,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of PLOD3 mRNA"
"1,10-phenanthroline",C025205,66-71-7,PPP2R1B,5519,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased expression of PPP2R1B mRNA"
"1,10-phenanthroline",C025205,66-71-7,PSPH,5723,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in decreased expression of PSPH mRNA"
"1,10-phenanthroline",C025205,66-71-7,RPE65,6121,protein,Bos taurus,9913.0,"1,10-phenanthroline inhibits the reaction [RPE65 protein affects the metabolism of Vitamin A]"
"1,10-phenanthroline",C025205,66-71-7,RPE65,6121,protein,Bos taurus,9913.0,"ferric sulfate inhibits the reaction [1,10-phenanthroline inhibits the reaction [RPE65 protein affects the metabolism of Vitamin A]]"
"1,10-phenanthroline",C025205,66-71-7,SELE,6401,protein,Homo sapiens,9606.0,"1,10-phenanthroline affects the reaction [Smoke results in increased expression of SELE protein]"
"1,10-phenanthroline",C025205,66-71-7,SERPINE1,5054,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of SERPINE1 mRNA"
"1,10-phenanthroline",C025205,66-71-7,SOD1,6647,protein,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [9,10-phenanthrenequinone results in decreased expression of SOD1 protein]"
"1,10-phenanthroline",C025205,66-71-7,SOD1,6647,protein,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [[Hydrogen Peroxide co-treated with Nitroprusside] results in decreased expression of SOD1 protein]"
"1,10-phenanthroline",C025205,66-71-7,SOD2,6648,protein,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [[Hydrogen Peroxide co-treated with Nitroprusside] results in increased expression of SOD2 protein]"
"1,10-phenanthroline",C025205,66-71-7,SP1,6667,protein,,,"1,10-phenanthroline results in decreased activity of SP1 protein"
"1,10-phenanthroline",C025205,66-71-7,SREBF1,6720,protein,Homo sapiens,9606.0,"[1,10-phenanthroline results in decreased activity of MBTPS2 protein] which affects the localization of SREBF1 protein"
"1,10-phenanthroline",C025205,66-71-7,SREBF1,6720,protein,Homo sapiens,9606.0,"[1,10-phenanthroline results in decreased activity of MBTPS2 protein] which results in decreased cleavage of SREBF1 protein"
"1,10-phenanthroline",C025205,66-71-7,STAT3,6774,protein,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [Hydrogen Peroxide affects the localization of STAT3 protein]"
"1,10-phenanthroline",C025205,66-71-7,TFRC,7037,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of TFRC mRNA"
"1,10-phenanthroline",C025205,66-71-7,TIMM17A,10440,protein,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [Adenosine Triphosphate results in decreased expression of TIMM17A protein]"
"1,10-phenanthroline",C025205,66-71-7,TP53,7157,protein,Homo sapiens,9606.0,"1,10-phenanthroline analog affects the activity of TP53 protein"
"1,10-phenanthroline",C025205,66-71-7,TRP53,22059,protein,Mus musculus,10090.0,"1,10-phenanthroline affects the folding of TRP53 protein"
"1,10-phenanthroline",C025205,66-71-7,VEGFA,7422,mRNA,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of VEGFA mRNA"
"1,10-phenanthroline",C025205,66-71-7,VEGFA,7422,protein,Homo sapiens,9606.0,"1,10-phenanthroline results in increased expression of VEGFA protein"
"1,10-phenanthroline",C025205,66-71-7,VEGFA,7422,protein,Mus musculus,10090.0,"HIF1A protein promotes the reaction [1,10-phenanthroline results in increased expression of VEGFA protein]"
"11,11'-dideoxyverticilin",C490191,,CHEK2,11200,protein,Homo sapiens,9606.0,"11,11'-dideoxyverticilin results in increased phosphorylation of CHEK2 protein"
"11,11'-dideoxyverticilin",C490191,,MAPK14,1432,protein,Homo sapiens,9606.0,"11,11'-dideoxyverticilin results in increased expression of and results in increased phosphorylation of MAPK14 protein"
"11,11'-dideoxyverticilin",C490191,,MAPK14,1432,protein,Homo sapiens,9606.0,"SB 203580 inhibits the reaction [11,11'-dideoxyverticilin results in increased expression of and results in increased phosphorylation of MAPK14 protein]"
"11,11'-dideoxyverticilin",C490191,,TP53,7157,protein,Homo sapiens,9606.0,"11,11'-dideoxyverticilin results in increased expression of and results in increased phosphorylation of TP53 protein"
"11,12,15-trihydroxyeicosatrienoic acid",C066049,82144-59-0,ALOX15,246,protein,Mus musculus,10090.0,"[ALOX15 protein affects the metabolism of Arachidonic Acid] which results in increased abundance of 11,12,15-trihydroxyeicosatrienoic acid"
"1,1,1,2,2-pentafluoro-7-phenylheptan-3-one",C533806,,APP,351,protein,Homo sapiens,9606.0,"[1,1,1,2,2-pentafluoro-7-phenylheptan-3-one co-treated with Orlistat] inhibits the reaction [APP protein modified form results in increased secretion of Arachidonic Acid]"
"11,12-dihydroxyeicosatrienoic acid",C410128,,EPHX2,2053,protein,Mus musculus,10090.0,"[Arsenites results in increased expression of and results in increased activity of EPHX2 protein] which results in increased abundance of 11,12-dihydroxyeicosatrienoic acid"
"11,12-dihydroxyeicosatrienoic acid",C410128,,EPHX2,2053,gene,Mus musculus,10090.0,"EPHX2 gene mutant form inhibits the reaction [Lipopolysaccharides results in increased abundance of 11,12-dihydroxyeicosatrienoic acid]"
"11,12-dihydroxyeicosatrienoic acid",C410128,,EPHX2,2053,gene,Mus musculus,10090.0,"EPHX2 gene mutant form promotes the reaction [[Lipopolysaccharides co-treated with Aspirin] results in decreased abundance of 11,12-dihydroxyeicosatrienoic acid]"
"11,12-dihydroxyeicosatrienoic acid",C410128,,EPHX2,2053,gene,Mus musculus,10090.0,"EPHX2 gene mutant form promotes the reaction [[Lipopolysaccharides co-treated with MK-886] results in decreased abundance of 11,12-dihydroxyeicosatrienoic acid]"
"11,12-dihydroxyeicosatrienoic acid",C410128,,EPHX2,2053,protein,Mus musculus,10090.0,"EPHX2 protein results in increased chemical synthesis of 11,12-dihydroxyeicosatrienoic acid"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,AKT1,207,protein,Homo sapiens,9606.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [Terfenadine analog results in decreased phosphorylation of AKT1 protein]"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,CASP3,836,protein,Rattus norvegicus,10116.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [Doxorubicin results in increased activity of CASP3 protein]"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,CD82,3732,protein,Homo sapiens,9606.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [Terfenadine analog results in increased expression of CD82 protein]"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,CYP2C23,226143,mRNA,Mus musculus,10090.0,"CYP2C23 mRNA promotes the reaction [11,12-epoxy-5,8,14-eicosatrienoic acid results in increased phosphorylation of MAPK1 protein]"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,CYP2C23,226143,mRNA,Mus musculus,10090.0,"CYP2C23 mRNA promotes the reaction [11,12-epoxy-5,8,14-eicosatrienoic acid results in increased phosphorylation of MAPK3 protein]"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,CYP2C8,1558,protein,Homo sapiens,9606.0,"CYP2C8 protein results in increased chemical synthesis of 11,12-epoxy-5,8,14-eicosatrienoic acid"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,CYP2C8,1558,protein,,,"[CYP2C8 protein modified form co-treated with FDX1 protein co-treated with FDXR protein] results in increased abundance of 11,12-epoxy-5,8,14-eicosatrienoic acid"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,CYP2C9,1559,protein,Homo sapiens,9606.0,"CYP2C9 protein results in increased chemical synthesis of 11,12-epoxy-5,8,14-eicosatrienoic acid"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,CYP2C9,1559,protein,Homo sapiens,9606.0,"Sulfaphenazole inhibits the reaction [CYP2C9 protein results in increased chemical synthesis of 11,12-epoxy-5,8,14-eicosatrienoic acid]"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,CYP3A4,1576,protein,Homo sapiens,9606.0,"CYP3A4 protein results in increased chemical synthesis of 11,12-epoxy-5,8,14-eicosatrienoic acid"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,CYP3A4,1576,protein,Homo sapiens,9606.0,"Ketoconazole inhibits the reaction [CYP3A4 protein results in increased chemical synthesis of 11,12-epoxy-5,8,14-eicosatrienoic acid]"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,EGFR,1956,protein,Homo sapiens,9606.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [Terfenadine analog results in decreased phosphorylation of EGFR protein]"
