ChemicalName,ChemicalID,PhenotypeName,PhenotypeID,CoMentionedTerms,Organism,OrganismID,Interaction,InteractionActionsAnatomyTerms,InferenceGeneSymbols
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,glutathione metabolic process,GO:0006749,Rotenone^D012402^MESH,Rattus norvegicus,10116.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in increased glutathione metabolic process],decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,glutathione metabolic process,GO:0006749,Glutathione^D005978^MESH|Rotenone^D012402^MESH,Rattus norvegicus,10116.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [[Rotenone results in increased glutathione metabolic process] which results in decreased abundance of Glutathione],decreases^abundance|decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,lipid oxidation,GO:0034440,Rotenone^D012402^MESH,Rattus norvegicus,10116.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in increased lipid oxidation],decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,lipid oxidation,GO:0034440,Malondialdehyde^D008315^MESH|Rotenone^D012402^MESH,Rattus norvegicus,10116.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [[Rotenone results in increased lipid oxidation] which results in increased abundance of Malondialdehyde],decreases^reaction|increases^abundance|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,negative regulation of cell population proliferation,GO:0008285,Rotenone^D012402^MESH,Rattus norvegicus,10116.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in increased negative regulation of cell population proliferation],decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,negative regulation of glutathione peroxidase activity,GO:1903283,Rotenone^D012402^MESH,Rattus norvegicus,10116.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in increased negative regulation of glutathione peroxidase activity],decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,"negative regulation of mitochondrial electron transport, NADH to ubiquinone",GO:1902957,Rotenone^D012402^MESH,Rattus norvegicus,10116.0,"1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in increased negative regulation of mitochondrial electron transport, NADH to ubiquinone]",decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,negative regulation of superoxide dismutase activity,GO:1901670,Rotenone^D012402^MESH,Rattus norvegicus,10116.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in increased negative regulation of superoxide dismutase activity],decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,positive regulation of cell death,GO:0010942,Rotenone^D012402^MESH,Rattus norvegicus,10116.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in increased positive regulation of cell death],decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,positive regulation of mitochondrial membrane potential,GO:0010918,Rotenone^D012402^MESH,Rattus norvegicus,10116.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in decreased positive regulation of mitochondrial membrane potential],decreases^phenotype|decreases^reaction
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,positive regulation of reactive oxygen species biosynthetic process,GO:1903428,Rotenone^D012402^MESH,Drosophila melanogaster,7227.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in increased positive regulation of reactive oxygen species biosynthetic process],decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,positive regulation of reactive oxygen species biosynthetic process,GO:1903428,Rotenone^D012402^MESH,Rattus norvegicus,10116.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in increased positive regulation of reactive oxygen species biosynthetic process],decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,protein oxidation,GO:0018158,Rotenone^D012402^MESH,Rattus norvegicus,10116.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in increased protein oxidation],decreases^reaction|increases^phenotype
"1,1-bis(3'-indolyl)-1-(4-chlorophenyl)methane",C534880,,locomotory behavior,GO:0007626,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine^D015632^MESH|Probenecid^D011339^MESH",Mus musculus,10090.0,"1,1-bis(3'-indolyl)-1-(4-chlorophenyl)methane inhibits the reaction [[1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine co-treated with Probenecid] results in decreased locomotory behavior]",affects^cotreatment|decreases^phenotype|decreases^reaction
"1,1-bis(3'-indolyl)-1-(4-chlorophenyl)methane",C534880,,positive regulation of I-kappaB kinase/NF-kappaB signaling,GO:0043123,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine^D015632^MESH|Probenecid^D011339^MESH",Mus musculus,10090.0,"1,1-bis(3'-indolyl)-1-(4-chlorophenyl)methane inhibits the reaction [[1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine co-treated with Probenecid] results in increased positive regulation of I-kappaB kinase/NF-kappaB signaling]",affects^cotreatment|decreases^reaction|increases^phenotype
"1,1-bis(3'-indolyl)-1-(4-chlorophenyl)methane",C534880,,positive regulation of neuron apoptotic process,GO:0043525,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine^D015632^MESH|Probenecid^D011339^MESH",Mus musculus,10090.0,"1,1-bis(3'-indolyl)-1-(4-chlorophenyl)methane inhibits the reaction [[1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine co-treated with Probenecid] results in increased positive regulation of neuron apoptotic process]",affects^cotreatment|decreases^reaction|increases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,apoptotic process,GO:0006915,,Homo sapiens,9606.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane results in increased apoptotic process",increases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,apoptotic process,GO:0006915,,Homo sapiens,9606.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane results in increased apoptotic process",increases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,calcium ion homeostasis,GO:0055074,,Homo sapiens,9606.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane affects calcium ion homeostasis",affects^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,cell adhesion,GO:0007155,FN1^2335^GENE,Homo sapiens,9606.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane inhibits the reaction [FN1 protein results in increased cell adhesion]",decreases^reaction|increases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,cell adhesion,GO:0007155,FN1^2335^GENE,Homo sapiens,9606.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane inhibits the reaction [FN1 protein results in increased cell adhesion]",decreases^reaction|increases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,cell migration,GO:0016477,TGFB1^7040^GENE,Homo sapiens,9606.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane inhibits the reaction [TGFB1 protein results in increased cell migration]",decreases^reaction|increases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,cell migration,GO:0016477,,Homo sapiens,9606.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane results in decreased cell migration",decreases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,cell migration,GO:0016477,ITGB1^3688^GENE,Homo sapiens,9606.0,"ITGB1 protein affects the reaction [1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane results in decreased cell migration]",affects^reaction|decreases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,cell migration,GO:0016477,NR4A1^3164^GENE,Homo sapiens,9606.0,"NR4A1 protein affects the reaction [1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane results in decreased cell migration]",affects^reaction|decreases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,cell population proliferation,GO:0008283,NR4A1^3164^GENE,Homo sapiens,9606.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane affects the reaction [NR4A1 protein affects cell population proliferation]",affects^phenotype|affects^reaction
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,cell population proliferation,GO:0008283,,Homo sapiens,9606.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane results in decreased cell population proliferation",decreases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,cell population proliferation,GO:0008283,,Homo sapiens,9606.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane results in decreased cell population proliferation",decreases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,cell population proliferation,GO:0008283,NR4A1^3164^GENE,Homo sapiens,9606.0,"NR4A1 protein affects the reaction [1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane results in decreased cell population proliferation]",affects^reaction|decreases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,cellular response to DNA damage stimulus,GO:0006974,,Homo sapiens,9606.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane results in increased cellular response to DNA damage stimulus",increases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,positive regulation of I-kappaB kinase/NF-kappaB signaling,GO:0043123,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine^D015632^MESH|Probenecid^D011339^MESH",Mus musculus,10090.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane inhibits the reaction [[1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine co-treated with Probenecid] results in increased positive regulation of I-kappaB kinase/NF-kappaB signaling]",affects^cotreatment|decreases^reaction|increases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,positive regulation of neuron apoptotic process,GO:0043525,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine^D015632^MESH|Probenecid^D011339^MESH",Mus musculus,10090.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane inhibits the reaction [[1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine co-treated with Probenecid] results in increased positive regulation of neuron apoptotic process]",affects^cotreatment|decreases^reaction|increases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,reactive oxygen species biosynthetic process,GO:1903409,,Homo sapiens,9606.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane results in increased reactive oxygen species biosynthetic process",increases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,reactive oxygen species biosynthetic process,GO:1903409,,Homo sapiens,9606.0,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane results in increased reactive oxygen species biosynthetic process",increases^phenotype
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,reactive oxygen species biosynthetic process,GO:1903409,Glutathione^D005978^MESH,Homo sapiens,9606.0,"Glutathione inhibits the reaction [1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane results in increased reactive oxygen species biosynthetic process]",decreases^reaction|increases^phenotype
"1,1-bis(3'-indolyl)-1-(p-anisyl)methane",C545255,,locomotory behavior,GO:0007626,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine^D015632^MESH|Probenecid^D011339^MESH",Mus musculus,10090.0,"1,1-bis(3'-indolyl)-1-(p-anisyl)methane inhibits the reaction [[1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine co-treated with Probenecid] results in decreased locomotory behavior]",affects^cotreatment|decreases^phenotype|decreases^reaction
"1,1-bis(3'-indolyl)-1-(p-anisyl)methane",C545255,,positive regulation of I-kappaB kinase/NF-kappaB signaling,GO:0043123,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine^D015632^MESH|Probenecid^D011339^MESH",Mus musculus,10090.0,"1,1-bis(3'-indolyl)-1-(p-anisyl)methane inhibits the reaction [[1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine co-treated with Probenecid] results in increased positive regulation of I-kappaB kinase/NF-kappaB signaling]",affects^cotreatment|decreases^reaction|increases^phenotype
"1,1-bis(3'-indolyl)-1-(p-anisyl)methane",C545255,,positive regulation of neuron apoptotic process,GO:0043525,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine^D015632^MESH|Probenecid^D011339^MESH",Mus musculus,10090.0,"1,1-bis(3'-indolyl)-1-(p-anisyl)methane inhibits the reaction [[1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine co-treated with Probenecid] results in increased positive regulation of neuron apoptotic process]",affects^cotreatment|decreases^reaction|increases^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,cellular calcium ion homeostasis,GO:0006874,,Homo sapiens,9606.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects cellular calcium ion homeostasis",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,cellular calcium ion homeostasis,GO:0006874,Calcium^D002118^MESH,Homo sapiens,9606.0,"[1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects cellular calcium ion homeostasis] which results in increased import of Calcium",affects^phenotype|increases^import
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,cellular calcium ion homeostasis,GO:0006874,Calcium^D002118^MESH|Progesterone^D011374^MESH,Homo sapiens,9606.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene inhibits the reaction [[Progesterone affects cellular calcium ion homeostasis] which results in increased import of Calcium]",affects^phenotype|decreases^reaction|increases^import
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,cellular calcium ion homeostasis,GO:0006874,Calcium^D002118^MESH|RU 1968^C104063^MESH,Homo sapiens,9606.0,"RU 1968 inhibits the reaction [[1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects cellular calcium ion homeostasis] which results in increased import of Calcium]",affects^phenotype|decreases^reaction|increases^import
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,DNA-binding transcription factor activity,GO:0003700,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene results in increased DNA-binding transcription factor activity",increases^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,embryo development,GO:0009790,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects embryo development",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,embryo development,GO:0009790,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene^C000705689^MESH",Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects embryo development] which affects embryonic body morphogenesis",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,embryo development,GO:0009790,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene^C000705689^MESH",Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects embryo development] which affects heart development",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,embryonic body morphogenesis,GO:0010172,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene^C000705689^MESH",Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects embryo development] which affects embryonic body morphogenesis",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,embryonic body morphogenesis,GO:0010172,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects embryonic body morphogenesis",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,glutathione metabolic process,GO:0006749,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects glutathione metabolic process",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,glutathione metabolic process,GO:0006749,Glutathione^D005978^MESH,Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects glutathione metabolic process] which results in increased abundance of Glutathione",affects^phenotype|increases^abundance
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,glutathione peroxidase activity,GO:0004602,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene results in increased glutathione peroxidase activity",increases^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,heart development,GO:0007507,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene^C000705689^MESH",Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects embryo development] which affects heart development",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,heart development,GO:0007507,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects heart development",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,larval development,GO:0002164,,Drosophila melanogaster,7227.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene results in decreased larval development",decreases^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,lipid droplet formation,GO:0140042,,Homo sapiens,9606.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene results in increased lipid droplet formation",increases^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,lipid oxidation,GO:0034440,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects lipid oxidation",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,lipid oxidation,GO:0034440,Malondialdehyde^D008315^MESH,Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects lipid oxidation] which results in increased abundance of Malondialdehyde",affects^phenotype|increases^abundance
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,mushroom body development,GO:0016319,,Drosophila melanogaster,7227.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects mushroom body development",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,negative gravitaxis,GO:0048060,,Drosophila melanogaster,7227.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene results in decreased negative gravitaxis",decreases^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,negative regulation of cell population proliferation,GO:0008285,,Homo sapiens,9606.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene results in increased negative regulation of cell population proliferation",increases^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,negative regulation of histone deacetylase activity,GO:1901726,,Homo sapiens,9606.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene results in increased negative regulation of histone deacetylase activity",increases^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,positive regulation of estradiol secretion,GO:2000866,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene results in increased positive regulation of estradiol secretion",increases^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,positive regulation of intracellular estrogen receptor signaling pathway,GO:0033148,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene results in increased positive regulation of intracellular estrogen receptor signaling pathway",increases^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,pupation,GO:0035074,,Drosophila melanogaster,7227.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects pupation",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,social behavior,GO:0035176,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects social behavior",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,social behavior,GO:0035176,,Drosophila melanogaster,7227.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene results in decreased social behavior",decreases^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,superoxide dismutase activity,GO:0004784,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects superoxide dismutase activity",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,testosterone biosynthetic process,GO:0061370,,Rattus norvegicus,10116.0,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects testosterone biosynthetic process",affects^phenotype
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,testosterone biosynthetic process,GO:0061370,Testosterone^D013739^MESH,Rattus norvegicus,10116.0,"[1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects testosterone biosynthetic process] which results in decreased abundance of Testosterone",affects^phenotype|decreases^abundance
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,cellular metabolic process,GO:0044237,,Homo sapiens,9606.0,"1,1-bis(4-hydroxyphenyl)cyclohexane results in decreased cellular metabolic process",decreases^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,cellular metabolic process,GO:0044237,,Homo sapiens,9606.0,"1,1-bis(4-hydroxyphenyl)cyclohexane results in decreased cellular metabolic process",decreases^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,embryo development,GO:0009790,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)cyclohexane affects embryo development",affects^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,embryo development,GO:0009790,"1,1-bis(4-hydroxyphenyl)cyclohexane^C517113^MESH",Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)cyclohexane affects embryo development] which affects embryonic body morphogenesis",affects^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,embryo development,GO:0009790,"1,1-bis(4-hydroxyphenyl)cyclohexane^C517113^MESH",Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)cyclohexane affects embryo development] which affects heart development",affects^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,embryo development,GO:0009790,"1,1-bis(4-hydroxyphenyl)cyclohexane^C517113^MESH",Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)cyclohexane affects embryo development] which results in decreased swim bladder inflation",affects^phenotype|decreases^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,embryonic body morphogenesis,GO:0010172,"1,1-bis(4-hydroxyphenyl)cyclohexane^C517113^MESH",Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)cyclohexane affects embryo development] which affects embryonic body morphogenesis",affects^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,embryonic body morphogenesis,GO:0010172,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)cyclohexane affects embryonic body morphogenesis",affects^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,glutathione metabolic process,GO:0006749,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)cyclohexane affects glutathione metabolic process",affects^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,glutathione metabolic process,GO:0006749,Glutathione^D005978^MESH,Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)cyclohexane affects glutathione metabolic process] which results in increased abundance of Glutathione",affects^phenotype|increases^abundance
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,glutathione peroxidase activity,GO:0004602,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)cyclohexane results in increased glutathione peroxidase activity",increases^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,heart development,GO:0007507,"1,1-bis(4-hydroxyphenyl)cyclohexane^C517113^MESH",Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)cyclohexane affects embryo development] which affects heart development",affects^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,larval development,GO:0002164,,Drosophila melanogaster,7227.0,"1,1-bis(4-hydroxyphenyl)cyclohexane results in decreased larval development",decreases^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,lipid oxidation,GO:0034440,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)cyclohexane affects lipid oxidation",affects^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,lipid oxidation,GO:0034440,Malondialdehyde^D008315^MESH,Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)cyclohexane affects lipid oxidation] which affects the abundance of Malondialdehyde",affects^abundance|affects^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,mushroom body development,GO:0016319,,Drosophila melanogaster,7227.0,"1,1-bis(4-hydroxyphenyl)cyclohexane affects mushroom body development",affects^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,negative gravitaxis,GO:0048060,,Drosophila melanogaster,7227.0,"1,1-bis(4-hydroxyphenyl)cyclohexane results in decreased negative gravitaxis",decreases^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,neuron projection extension,GO:1990138,,Homo sapiens,9606.0,"1,1-bis(4-hydroxyphenyl)cyclohexane affects neuron projection extension",affects^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,positive regulation of cell death,GO:0010942,,Gallus gallus,9031.0,"1,1-bis(4-hydroxyphenyl)cyclohexane results in increased positive regulation of cell death",increases^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,positive regulation of cell population proliferation,GO:0008284,,Homo sapiens,9606.0,"1,1-bis(4-hydroxyphenyl)cyclohexane results in increased positive regulation of cell population proliferation",increases^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,positive regulation of cell population proliferation,GO:0008284,Triiodothyronine^D014284^MESH,Rattus norvegicus,10116.0,"1,1-bis(4-hydroxyphenyl)cyclohexane promotes the reaction [Triiodothyronine results in increased positive regulation of cell population proliferation]",increases^phenotype|increases^reaction
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,positive regulation of cell population proliferation,GO:0008284,,Rattus norvegicus,10116.0,"1,1-bis(4-hydroxyphenyl)cyclohexane results in increased positive regulation of cell population proliferation",increases^phenotype
