GOName,GOID,DiseaseName,DiseaseID,InferenceChemicalQty,InferenceChemicalNames,InferenceGeneQty,InferenceGeneSymbols
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Endometrial Neoplasms,MESH:D016889,0,,1,SULT2B1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Endometriosis,MESH:D004715,0,,1,ENPP1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Genomic Instability,MESH:D042822,0,,1,SULT1A1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,"Hepatitis, Alcoholic",MESH:D006519,0,,1,SULT1E1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,"Hypophosphatemic Rickets, Autosomal Recessive, 2",MESH:C567647,0,,1,ENPP1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Inflammation,MESH:D007249,0,,1,SULT2B1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,"Liver Cirrhosis, Experimental",MESH:D008106,0,,2,SULT1E1|SULT2A1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Liver Diseases,MESH:D008107,0,,1,SULT1E1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Myocardial Ischemia,MESH:D017202,0,,1,SULT1A1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Neural Tube Defects,MESH:D009436,0,,1,SULT1A1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Obesity,MESH:D009765,0,,1,ENPP1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Prostatic Neoplasms,MESH:D011471,0,,4,SULT1A1|SULT1E1|SULT2A1|SULT2B1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Recurrence,MESH:D012008,0,,1,SULT1A1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Reperfusion Injury,MESH:D015427,0,,1,SULT1E1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Urologic Neoplasms,MESH:D014571,0,,1,SULT1A1
3'-UTR-mediated mRNA destabilization,GO:0061158,Alopecia,MESH:D000505,0,,1,ZFP36
3'-UTR-mediated mRNA destabilization,GO:0061158,Amyotrophic Lateral Sclerosis,MESH:D000690,0,,1,TARDBP
3'-UTR-mediated mRNA destabilization,GO:0061158,Amyotrophic lateral sclerosis 1,MESH:C531617,0,,1,TARDBP
3'-UTR-mediated mRNA destabilization,GO:0061158,Amyotrophic Lateral Sclerosis 10,MESH:C567429,0,,1,TARDBP
3'-UTR-mediated mRNA destabilization,GO:0061158,Arterial Occlusive Diseases,MESH:D001157,0,,1,ZC3H12A
3'-UTR-mediated mRNA destabilization,GO:0061158,Arthritis,MESH:D001168,0,,1,ZFP36
3'-UTR-mediated mRNA destabilization,GO:0061158,Cachexia,MESH:D002100,0,,1,ZFP36
3'-UTR-mediated mRNA destabilization,GO:0061158,"Carcinoma, Hepatocellular",MESH:D006528,0,,3,CPEB3|ZC3H12D|ZFP36
3'-UTR-mediated mRNA destabilization,GO:0061158,Chemical and Drug Induced Liver Injury,MESH:D056486,0,,1,PUM1
3'-UTR-mediated mRNA destabilization,GO:0061158,Colorectal Neoplasms,MESH:D015179,0,,1,ZFP36L2
3'-UTR-mediated mRNA destabilization,GO:0061158,Dermatitis,MESH:D003872,0,,1,ZFP36
3'-UTR-mediated mRNA destabilization,GO:0061158,Frontotemporal Lobar Degeneration,MESH:D057174,0,,1,TARDBP
3'-UTR-mediated mRNA destabilization,GO:0061158,Hyperplasia,MESH:D006965,0,,1,ZFP36
3'-UTR-mediated mRNA destabilization,GO:0061158,Inflammation,MESH:D007249,0,,1,ZFP36
3'-UTR-mediated mRNA destabilization,GO:0061158,Myocardial Ischemia,MESH:D017202,0,,1,ZFP36
3'-UTR-mediated mRNA destabilization,GO:0061158,Neoplasm Invasiveness,MESH:D009361,0,,1,ZFP36
3'-UTR-mediated mRNA destabilization,GO:0061158,Neurodegenerative Diseases,MESH:D019636,0,,1,TARDBP
3'-UTR-mediated mRNA destabilization,GO:0061158,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054218,0,,1,ZFP36L2
3'-UTR-mediated mRNA destabilization,GO:0061158,Prostatic Neoplasms,MESH:D011471,0,,1,ZFP36L2
3'-UTR-mediated mRNA destabilization,GO:0061158,Small Cell Lung Carcinoma,MESH:D055752,0,,1,KHSRP
